persona,age,employment_status,monthly_income,monthly_expenses,monthly_savings,emergency_fund,total_debt,investments,insurance_cover,financial_goal,savings_rate,expense_ratio,disposable_income,debt_to_income_ratio,emergency_fund_months,investment_ratio,insurance_ratio,net_monthly_cashflow,financial_health_score
Mid Career,32,Salaried,175749.0,75572.0,61512.0,971892.0,738943.0,1370842.0,26741968.0,Buy a House,0.35,0.43,100177.0,0.35,12.86,0.65,12.68,38665.0,76.29
Young Salaried,28,Salaried,60300.0,35577.0,20502.0,268938.0,176119.0,101304.0,10767168.0,Buy a Car,0.34,0.59,24723.0,0.24,7.56,0.14,14.88,4221.0,68.04
Disciplined Saver,42,Freelancer,33463.0,17066.0,14389.0,285774.0,82490.0,542101.0,5159995.0,Wealth Creation,0.43,0.51,16397.0,0.21,16.75,1.35,12.85,2008.0,81.48
Student,22,Student,18826.0,11672.0,1694.0,5083.0,91556.0,6777.0,318536.0,Higher Education,0.09,0.62,7154.0,0.41,0.44,0.03,1.41,5460.0,32.79
Young Salaried,27,Salaried,63152.0,32208.0,19577.0,149039.0,36767.0,265238.0,10586801.0,Wealth Creation,0.31,0.51,30944.0,0.05,4.63,0.35,13.97,11367.0,63.88
Business Owner,50,Business,722160.0,527177.0,115546.0,5546189.0,9123918.0,23484643.0,126262454.0,Wealth Creation,0.16,0.73,194983.0,1.05,10.52,2.71,14.57,79437.0,63.66
High Income High Debt,39,Business,416598.0,299951.0,45826.0,1049827.0,14919795.0,1199802.0,73387904.0,Debt Reduction,0.11,0.72,116647.0,2.98,3.5,0.24,14.68,70821.0,26.42
Young Salaried,27,Salaried,75065.0,41286.0,11260.0,224444.0,114349.0,324281.0,13493684.0,Buy a Car,0.15,0.55,33779.0,0.13,5.44,0.36,14.98,22519.0,56.76
Disciplined Saver,31,Salaried,49814.0,18929.0,21918.0,350192.0,89789.0,376594.0,9127917.0,Wealth Creation,0.44,0.38,30885.0,0.15,18.5,0.63,15.27,8967.0,82.09
Young Salaried,27,Salaried,53756.0,25803.0,18277.0,272543.0,182082.0,225775.0,8431091.0,Wealth Creation,0.34,0.48,27953.0,0.28,10.56,0.35,13.07,9676.0,73.01
Young Salaried,23,Salaried,61892.0,30946.0,12378.0,263660.0,289276.0,170822.0,7783538.0,Wealth Creation,0.2,0.5,30946.0,0.39,8.52,0.23,10.48,18568.0,59.13
Mid Career,45,Salaried,155685.0,56047.0,38921.0,680343.0,311987.0,1457212.0,23726394.0,Buy a House,0.25,0.36,99638.0,0.17,12.14,0.78,12.7,60717.0,73.06
Young Salaried,28,Salaried,44063.0,25116.0,9253.0,111039.0,42624.0,190352.0,4811680.0,Wealth Creation,0.21,0.57,18947.0,0.08,4.42,0.36,9.1,9694.0,54.53
Young Salaried,28,Salaried,66865.0,38782.0,19391.0,282170.0,188368.0,56167.0,11995581.0,Buy a Car,0.29,0.58,28083.0,0.23,7.28,0.07,14.95,8692.0,65.07
Financially Stressed,37,Business,21251.0,21464.0,213.0,10200.0,264918.0,2550.0,2019695.0,Emergency Fund,0.01,1.01,-213.0,1.04,0.48,0.01,7.92,-426.0,23.07
Mid Career,36,Salaried,94808.0,48352.0,36027.0,681670.0,928366.0,978419.0,18100743.0,Children Education,0.38,0.51,46456.0,0.82,14.1,0.86,15.91,10429.0,75.62
Student,23,Student,8739.0,5506.0,787.0,8127.0,26003.0,4195.0,469809.0,Higher Education,0.09,0.63,3233.0,0.25,1.48,0.04,4.48,2446.0,37.9
Student,23,Student,2286.0,2012.0,114.0,0.0,35461.0,549.0,83393.0,Emergency Fund,0.05,0.88,274.0,1.29,0.0,0.02,3.04,160.0,22.38
Mid Career,31,Salaried,170572.0,69935.0,37526.0,810217.0,2184901.0,1678428.0,33609507.0,Buy a House,0.22,0.41,100637.0,1.07,11.59,0.82,16.42,63111.0,64.75
Young Salaried,29,Salaried,60360.0,38027.0,21126.0,179873.0,274278.0,115891.0,8728056.0,Wealth Creation,0.35,0.63,22333.0,0.38,4.73,0.16,12.05,1207.0,60.38
Student,24,Student,662.0,556.0,13.0,430.0,51485.0,238.0,26771.0,Higher Education,0.02,0.84,106.0,6.48,0.77,0.03,3.37,93.0,9.26
Young Salaried,23,Salaried,70825.0,36829.0,15582.0,284716.0,224648.0,246471.0,9671862.0,Buy a Car,0.22,0.52,33996.0,0.26,7.73,0.29,11.38,18414.0,60.63
Mid Career,42,Salaried,73977.0,31810.0,27371.0,302566.0,366471.0,301826.0,17204091.0,Children Education,0.37,0.43,42167.0,0.41,9.51,0.34,19.38,14796.0,73.33
Student,24,Student,5524.0,3480.0,110.0,110.0,25282.0,0.0,285038.0,Higher Education,0.02,0.63,2044.0,0.38,0.03,0.0,4.3,1934.0,30.73
Young Salaried,24,Salaried,53844.0,37152.0,15615.0,227760.0,7247.0,174455.0,5240098.0,Wealth Creation,0.29,0.69,16692.0,0.01,6.13,0.27,8.11,1077.0,59.8
Business Owner,40,Business,440259.0,180506.0,118870.0,2434632.0,987759.0,11517175.0,89231694.0,Wealth Creation,0.27,0.41,259753.0,0.19,13.49,2.18,16.89,140883.0,79.54
Mid Career,44,Salaried,65823.0,38177.0,17772.0,340963.0,2161615.0,616103.0,10457958.0,Children Education,0.27,0.58,27646.0,2.74,8.93,0.78,13.24,9874.0,46.88
Young Salaried,26,Salaried,34921.0,24095.0,11524.0,115589.0,188155.0,155049.0,4203092.0,Wealth Creation,0.33,0.69,10826.0,0.45,4.8,0.37,10.03,-698.0,57.67
Mid Career,35,Salaried,180033.0,81015.0,68413.0,1294437.0,1930630.0,1685109.0,35992197.0,Buy a House,0.38,0.45,99018.0,0.89,15.98,0.78,16.66,30605.0,75.22
Student,21,Student,1257.0,754.0,50.0,804.0,21134.0,302.0,59431.0,Emergency Fund,0.04,0.6,503.0,1.4,1.07,0.02,3.94,453.0,24.81
Mid Career,35,Salaried,104248.0,43784.0,31274.0,753713.0,1976480.0,550429.0,21854551.0,Children Education,0.3,0.42,60464.0,1.58,17.21,0.44,17.47,29190.0,64.32
Financially Stressed,31,Salaried,47599.0,43315.0,0.0,21896.0,937013.0,17136.0,3232924.0,Emergency Fund,0.0,0.91,4284.0,1.64,0.51,0.03,5.66,4284.0,21.05
Mid Career,32,Salaried,175751.0,100178.0,56240.0,1233772.0,404719.0,1223227.0,36865530.0,Children Education,0.32,0.57,75573.0,0.19,12.32,0.58,17.48,19333.0,76.44
Mid Career,36,Salaried,161155.0,75743.0,56404.0,1208662.0,1211551.0,966930.0,33185038.0,Children Education,0.35,0.47,85412.0,0.63,15.96,0.5,17.16,29008.0,74.82
Young Salaried,27,Salaried,64649.0,40729.0,14869.0,250192.0,91038.0,100852.0,10767937.0,Wealth Creation,0.23,0.63,23920.0,0.12,6.14,0.13,13.88,9051.0,60.14
Student,23,Student,12086.0,9790.0,242.0,8581.0,85435.0,5801.0,523566.0,Emergency Fund,0.02,0.81,2296.0,0.59,0.88,0.04,3.61,2054.0,29.8
Wealth Builder,57,Salaried,118339.0,42602.0,42602.0,1308829.0,285272.0,3606973.0,24851190.0,Wealth Creation,0.36,0.36,75737.0,0.2,30.72,2.54,17.5,33135.0,85.64
Young Salaried,28,Salaried,62802.0,38309.0,17585.0,200338.0,63464.0,97971.0,7084066.0,Wealth Creation,0.28,0.61,24493.0,0.08,5.23,0.13,9.4,6908.0,58.62
Young Salaried,30,Salaried,69023.0,33131.0,20707.0,407926.0,47958.0,223635.0,9699112.0,Buy a Car,0.3,0.48,35892.0,0.06,12.31,0.27,11.71,15185.0,73.98
Young Salaried,23,Salaried,35869.0,17217.0,7891.0,86803.0,212509.0,51651.0,4497973.0,Wealth Creation,0.22,0.48,18652.0,0.49,5.04,0.12,10.45,10761.0,53.28
Young Salaried,28,Salaried,47423.0,25134.0,10433.0,229053.0,110530.0,113815.0,5150138.0,Buy a Car,0.22,0.53,22289.0,0.19,9.11,0.2,9.05,11856.0,61.64
Young Salaried,28,Salaried,77397.0,37151.0,13931.0,248444.0,187168.0,65013.0,12445438.0,Buy a Car,0.18,0.48,40246.0,0.2,6.69,0.07,13.4,26315.0,58.15
Young Salaried,26,Salaried,72162.0,36803.0,16597.0,224424.0,259427.0,251124.0,9343536.0,Wealth Creation,0.23,0.51,35359.0,0.3,6.1,0.29,10.79,18762.0,57.76
Mid Career,40,Salaried,180605.0,66824.0,45151.0,924698.0,1801972.0,1300356.0,43085129.0,Children Education,0.25,0.37,113781.0,0.83,13.84,0.6,19.88,68630.0,68.52
Young Salaried,29,Salaried,76180.0,45708.0,25139.0,177499.0,178580.0,127982.0,12158328.0,Wealth Creation,0.33,0.6,30472.0,0.2,3.88,0.14,13.3,5333.0,60.59
High Income High Debt,40,Business,416476.0,341510.0,33318.0,1407689.0,3277881.0,1399359.0,73616298.0,Debt Reduction,0.08,0.82,74966.0,0.66,4.12,0.28,14.73,41648.0,44.8
Disciplined Saver,37,Freelancer,56775.0,21574.0,21007.0,636448.0,39604.0,688113.0,11793303.0,Wealth Creation,0.37,0.38,35201.0,0.06,29.5,1.01,17.31,14194.0,82.67
Young Salaried,22,Salaried,63268.0,43022.0,13286.0,295462.0,135936.0,45553.0,9148553.0,Buy a Car,0.21,0.68,20246.0,0.18,6.87,0.06,12.05,6960.0,58.01
Financially Stressed,45,Business,20562.0,19534.0,822.0,6991.0,994532.0,12337.0,1670457.0,Emergency Fund,0.04,0.95,1028.0,4.03,0.36,0.05,6.77,206.0,8.77
Retired,64,Retired,116842.0,73610.0,29210.0,1264230.0,219491.0,3266902.0,15296955.0,Retirement,0.25,0.63,43232.0,0.16,17.17,2.33,10.91,14022.0,75.18
Freelancer,41,Freelancer,44466.0,29792.0,12895.0,154742.0,206045.0,48023.0,7758428.0,Wealth Creation,0.29,0.67,14674.0,0.39,5.19,0.09,14.54,1779.0,59.09
High Income High Debt,39,Salaried,553745.0,332247.0,38762.0,1893808.0,9850539.0,5116604.0,87248062.0,Debt Reduction,0.07,0.6,221498.0,1.48,5.7,0.77,13.13,182736.0,41.73
Young Salaried,26,Salaried,63157.0,27789.0,21473.0,347364.0,198239.0,227365.0,6479908.0,Wealth Creation,0.34,0.44,35368.0,0.26,12.5,0.3,8.55,13895.0,72.65
High Income High Debt,54,Salaried,653064.0,548574.0,52245.0,2527358.0,18328577.0,5955944.0,88868949.0,Debt Reduction,0.08,0.84,104490.0,2.34,4.61,0.76,11.34,52245.0,30.52
Mid Career,42,Salaried,93028.0,52096.0,31630.0,642823.0,546417.0,837252.0,17850213.0,Buy a House,0.34,0.56,40932.0,0.49,12.34,0.75,15.99,9302.0,75.55
Disciplined Saver,46,Freelancer,25910.0,10882.0,12437.0,218421.0,65816.0,366886.0,4847243.0,Wealth Creation,0.48,0.42,15028.0,0.21,20.07,1.18,15.59,2591.0,82.65
Young Salaried,27,Salaried,32059.0,16350.0,9297.0,160936.0,202005.0,50012.0,3450831.0,Buy a Car,0.29,0.51,15709.0,0.53,9.84,0.13,8.97,6412.0,63.52
Mid Career,33,Salaried,78217.0,39891.0,28158.0,574895.0,1706465.0,619479.0,15440036.0,Children Education,0.36,0.51,38326.0,1.82,14.41,0.66,16.45,10168.0,65.64
Young Salaried,29,Salaried,67913.0,46860.0,21053.0,395254.0,291916.0,195589.0,9184554.0,Buy a Car,0.31,0.69,21053.0,0.36,8.43,0.24,11.27,0.0,63.66
Business Owner,48,Business,772945.0,378743.0,154589.0,6098536.0,8470065.0,17623146.0,118724352.0,Wealth Creation,0.2,0.49,394202.0,0.91,16.1,1.9,12.8,239613.0,67.19
Mid Career,42,Salaried,136851.0,57477.0,42424.0,892269.0,1044816.0,1313770.0,28492378.0,Children Education,0.31,0.42,79374.0,0.64,15.52,0.8,17.35,36950.0,73.77
Mid Career,44,Salaried,163290.0,76746.0,44088.0,945449.0,2138022.0,842576.0,37719990.0,Buy a House,0.27,0.47,86544.0,1.09,12.32,0.43,19.25,42456.0,66.53
Young Salaried,29,Salaried,36526.0,15341.0,11323.0,210024.0,291790.0,140260.0,4567211.0,Wealth Creation,0.31,0.42,21185.0,0.67,13.69,0.32,10.42,9862.0,69.03
Young Salaried,29,Salaried,38395.0,26876.0,6527.0,88308.0,14303.0,82933.0,5805324.0,Buy a Car,0.17,0.7,11519.0,0.03,3.29,0.18,12.6,4992.0,51.97
Young Salaried,25,Salaried,58104.0,23823.0,16269.0,230673.0,1072.0,104587.0,6107892.0,Buy a Car,0.28,0.41,34281.0,0.0,9.68,0.15,8.76,18012.0,67.55
Business Owner,37,Business,926026.0,601917.0,231506.0,3129968.0,8898462.0,9778835.0,185797857.0,Wealth Creation,0.25,0.65,324109.0,0.8,5.2,0.88,16.72,92603.0,56.69
Student,22,Student,16567.0,10437.0,1160.0,7455.0,83767.0,7952.0,286278.0,Higher Education,0.07,0.63,6130.0,0.42,0.71,0.04,1.44,4970.0,32.19
Young Salaried,24,Salaried,41000.0,16400.0,6560.0,139400.0,279842.0,162360.0,5220120.0,Wealth Creation,0.16,0.4,24600.0,0.57,8.5,0.33,10.61,18040.0,56.15
Business Owner,30,Business,545794.0,305645.0,87327.0,2128597.0,2280738.0,11068702.0,104726953.0,Business,0.16,0.56,240149.0,0.35,6.96,1.69,15.99,152822.0,61.94
Disciplined Saver,35,Freelancer,43585.0,23972.0,17434.0,331682.0,18299.0,449797.0,8054508.0,Wealth Creation,0.4,0.55,19613.0,0.03,13.84,0.86,15.4,2179.0,82.89
Young Salaried,25,Salaried,31808.0,18449.0,8270.0,101786.0,275821.0,49620.0,4011625.0,Wealth Creation,0.26,0.58,13359.0,0.72,5.52,0.13,10.51,5089.0,53.75
Freelancer,29,Freelancer,68463.0,30124.0,19170.0,465548.0,79520.0,402562.0,6572448.0,Wealth Creation,0.28,0.44,38339.0,0.1,15.45,0.49,8.0,19169.0,70.97
Mid Career,30,Salaried,160284.0,64114.0,35262.0,1263038.0,2348563.0,1692599.0,26850776.0,Children Education,0.22,0.4,96170.0,1.22,19.7,0.88,13.96,60908.0,63.7
Business Owner,54,Business,210426.0,134673.0,31564.0,1287807.0,8965440.0,6742049.0,44239962.0,Wealth Creation,0.15,0.64,75753.0,3.55,9.56,2.67,17.52,44189.0,46.23
Wealth Builder,55,Salaried,410266.0,151798.0,160004.0,4016504.0,435175.0,14424953.0,82365002.0,Wealth Creation,0.39,0.37,258468.0,0.09,26.46,2.93,16.73,98464.0,89.32
Business Owner,45,Business,966920.0,406106.0,261068.0,4940961.0,6364063.0,17172499.0,199340227.0,Wealth Creation,0.27,0.42,560814.0,0.55,12.17,1.48,17.18,299746.0,74.4
Disciplined Saver,42,Salaried,28172.0,12114.0,11551.0,329612.0,84022.0,192696.0,4127761.0,Wealth Creation,0.41,0.43,16058.0,0.25,27.21,0.57,12.21,4507.0,79.17
Mid Career,35,Salaried,123197.0,72686.0,45583.0,729326.0,985923.0,517427.0,19085679.0,Buy a House,0.37,0.59,50511.0,0.67,10.03,0.35,12.91,4928.0,69.4
Business Owner,41,Business,710413.0,305478.0,113666.0,3935688.0,1693124.0,15515420.0,137081292.0,Business,0.16,0.43,404935.0,0.2,12.88,1.82,16.08,291269.0,72.39
Student,20,Student,14922.0,9102.0,1492.0,9699.0,30594.0,7163.0,864879.0,Emergency Fund,0.1,0.61,5820.0,0.17,1.07,0.04,4.83,4328.0,38.67
Student,20,Student,15107.0,10122.0,1360.0,5136.0,46584.0,0.0,786773.0,Higher Education,0.09,0.67,4985.0,0.26,0.51,0.0,4.34,3625.0,35.84
Financially Stressed,54,Business,48549.0,52918.0,971.0,14565.0,410645.0,5826.0,3501354.0,Emergency Fund,0.02,1.09,-4369.0,0.7,0.28,0.01,6.01,-5340.0,24.92
Student,21,Student,15487.0,13319.0,1239.0,12390.0,10234.0,5575.0,756385.0,Higher Education,0.08,0.86,2168.0,0.06,0.93,0.03,4.07,929.0,36.0
Student,24,Student,10720.0,6539.0,322.0,8790.0,95963.0,2573.0,631622.0,Emergency Fund,0.03,0.61,4181.0,0.75,1.34,0.02,4.91,3859.0,30.81
Mid Career,42,Salaried,72955.0,37207.0,26993.0,562483.0,2062341.0,367693.0,16020918.0,Children Education,0.37,0.51,35748.0,2.36,15.12,0.42,18.3,8755.0,60.94
Young Salaried,30,Salaried,38317.0,21458.0,8047.0,153268.0,178021.0,78167.0,6887864.0,Buy a Car,0.21,0.56,16859.0,0.39,7.14,0.17,14.98,8812.0,59.89
Mid Career,31,Salaried,72049.0,33863.0,15130.0,573510.0,1811470.0,207501.0,10478807.0,Buy a House,0.21,0.47,38186.0,2.1,16.94,0.24,12.12,23056.0,52.44
Business Owner,34,Business,319892.0,153548.0,51183.0,2527147.0,5879124.0,6372249.0,48098961.0,Wealth Creation,0.16,0.48,166344.0,1.53,16.46,1.66,12.53,115161.0,59.04
Wealth Builder,44,Salaried,262227.0,115380.0,123247.0,3107390.0,217010.0,8779360.0,71430635.0,Wealth Creation,0.47,0.44,146847.0,0.07,26.93,2.79,22.7,23600.0,88.59
Freelancer,34,Freelancer,51609.0,21160.0,12902.0,331846.0,143881.0,167213.0,8112935.0,Wealth Creation,0.25,0.41,30449.0,0.23,15.68,0.27,13.1,17547.0,71.13
Freelancer,41,Freelancer,149294.0,119435.0,25380.0,728555.0,56082.0,609120.0,16912024.0,Wealth Creation,0.17,0.8,29859.0,0.03,6.1,0.34,9.44,4479.0,53.61
Young Salaried,27,Salaried,67721.0,46050.0,16930.0,197068.0,7613.0,105645.0,8370316.0,Wealth Creation,0.25,0.68,21671.0,0.01,4.28,0.13,10.3,4741.0,56.03
Young Salaried,30,Salaried,41918.0,25570.0,7126.0,214201.0,134628.0,171025.0,7082465.0,Wealth Creation,0.17,0.61,16348.0,0.27,8.38,0.34,14.08,9222.0,60.57
Young Salaried,23,Salaried,56342.0,32115.0,13522.0,170716.0,244948.0,135221.0,8532432.0,Buy a Car,0.24,0.57,24227.0,0.36,5.32,0.2,12.62,10705.0,57.09
Young Salaried,28,Salaried,67728.0,29123.0,12868.0,303421.0,154388.0,170675.0,8241143.0,Buy a Car,0.19,0.43,38605.0,0.19,10.42,0.21,10.14,25737.0,63.38
Mid Career,37,Salaried,98877.0,34607.0,26697.0,454834.0,1061108.0,1150928.0,16421492.0,Buy a House,0.27,0.35,64270.0,0.89,13.14,0.97,13.84,37573.0,69.52
Disciplined Saver,32,Salaried,40892.0,20446.0,16357.0,334497.0,79126.0,544681.0,7198628.0,Wealth Creation,0.4,0.5,20446.0,0.16,16.36,1.11,14.67,4089.0,82.78
Young Salaried,22,Salaried,49684.0,26829.0,14905.0,151536.0,261522.0,59621.0,7732818.0,Wealth Creation,0.3,0.54,22855.0,0.44,5.65,0.1,12.97,7950.0,60.19
Disciplined Saver,30,Freelancer,43851.0,19294.0,18856.0,268368.0,24309.0,773532.0,8698284.0,Wealth Creation,0.43,0.44,24557.0,0.05,13.91,1.47,16.53,5701.0,85.15
Student,23,Student,1545.0,1406.0,124.0,510.0,72575.0,556.0,85099.0,Higher Education,0.08,0.91,139.0,3.91,0.36,0.03,4.59,15.0,9.29
Business Owner,55,Business,871682.0,357390.0,148186.0,4689649.0,6942681.0,7845138.0,158367186.0,Business,0.17,0.41,514292.0,0.66,13.12,0.75,15.14,366106.0,65.93
Freelancer,28,Freelancer,108729.0,71761.0,17397.0,749143.0,77379.0,91332.0,10777218.0,Wealth Creation,0.16,0.66,36968.0,0.06,10.44,0.07,8.26,19571.0,60.26
Disciplined Saver,40,Freelancer,43361.0,19946.0,19946.0,397620.0,13882.0,405859.0,6821553.0,Wealth Creation,0.46,0.46,23415.0,0.03,19.93,0.78,13.11,3469.0,81.57
Disciplined Saver,35,Freelancer,29668.0,12461.0,13054.0,247431.0,40182.0,523344.0,5810181.0,Wealth Creation,0.44,0.42,17207.0,0.11,19.86,1.47,16.32,4153.0,84.7
Mid Career,45,Salaried,117075.0,64391.0,44488.0,917868.0,1683278.0,547911.0,23518026.0,Children Education,0.38,0.55,52684.0,1.2,14.25,0.39,16.74,8196.0,70.7
Young Salaried,25,Salaried,73175.0,46100.0,17562.0,250990.0,37398.0,166839.0,7700937.0,Buy a Car,0.24,0.63,27075.0,0.04,5.44,0.19,8.77,9513.0,56.91
Wealth Builder,45,Salaried,119004.0,48792.0,47602.0,1424478.0,112374.0,2170633.0,29075057.0,Wealth Creation,0.4,0.41,70212.0,0.08,29.19,1.52,20.36,22610.0,85.5
Retired,59,Retired,80738.0,49250.0,15340.0,516723.0,100700.0,842905.0,8322473.0,Retirement,0.19,0.61,31488.0,0.1,10.49,0.87,8.59,16148.0,64.43
Young Salaried,24,Salaried,38095.0,17905.0,12190.0,221332.0,53011.0,141713.0,4036546.0,Wealth Creation,0.32,0.47,20190.0,0.12,12.36,0.31,8.83,8000.0,72.8
Business Owner,54,Business,360231.0,205332.0,100865.0,1988475.0,2477250.0,5100871.0,57190274.0,Wealth Creation,0.28,0.57,154899.0,0.57,9.68,1.18,13.23,54034.0,67.99
Disciplined Saver,30,Salaried,47227.0,24558.0,22669.0,422209.0,83817.0,765077.0,10150027.0,Wealth Creation,0.48,0.52,22669.0,0.15,17.19,1.35,17.91,0.0,82.8
Mid Career,30,Salaried,86992.0,31317.0,26968.0,406253.0,1367272.0,480196.0,16942562.0,Children Education,0.31,0.36,55675.0,1.31,12.97,0.46,16.23,28707.0,67.42
Retired,80,Retired,45717.0,24230.0,5486.0,368936.0,282723.0,548604.0,6983729.0,Retirement,0.12,0.53,21487.0,0.52,15.23,1.0,12.73,16001.0,63.38
Retired,68,Retired,70694.0,53020.0,19087.0,508997.0,389857.0,1425191.0,8635979.0,Retirement,0.27,0.75,17674.0,0.46,9.6,1.68,10.18,-1413.0,65.87
Young Salaried,29,Salaried,34337.0,23349.0,9614.0,180956.0,197598.0,53566.0,6176540.0,Wealth Creation,0.28,0.68,10988.0,0.48,7.75,0.13,14.99,1374.0,62.43
Freelancer,37,Freelancer,42201.0,30807.0,11816.0,313553.0,60325.0,126603.0,6122521.0,Wealth Creation,0.28,0.73,11394.0,0.12,10.18,0.25,12.09,-422.0,67.28
Freelancer,33,Freelancer,59553.0,46451.0,17270.0,442479.0,95616.0,71464.0,8482729.0,Wealth Creation,0.29,0.78,13102.0,0.13,9.53,0.1,11.87,-4168.0,66.14
Young Salaried,24,Salaried,75824.0,50802.0,25022.0,354856.0,167491.0,363955.0,7934223.0,Buy a Car,0.33,0.67,25022.0,0.18,6.99,0.4,8.72,0.0,62.79
Young Salaried,25,Salaried,35101.0,15093.0,7722.0,73712.0,260514.0,147424.0,3845666.0,Buy a Car,0.22,0.43,20008.0,0.62,4.88,0.35,9.13,12286.0,51.92
Mid Career,38,Salaried,107489.0,49445.0,34396.0,520247.0,2288959.0,735225.0,22701677.0,Children Education,0.32,0.46,58044.0,1.77,10.52,0.57,17.6,23648.0,61.53
Mid Career,38,Salaried,182966.0,104291.0,49401.0,764798.0,1378984.0,1141708.0,28301181.0,Children Education,0.27,0.57,78675.0,0.63,7.33,0.52,12.89,29274.0,60.86
Freelancer,27,Freelancer,111211.0,75623.0,33363.0,692845.0,186965.0,160144.0,15227010.0,Wealth Creation,0.3,0.68,35588.0,0.14,9.16,0.12,11.41,2225.0,66.13
Mid Career,31,Salaried,166942.0,90149.0,43405.0,1108495.0,2311089.0,741222.0,28406851.0,Buy a House,0.26,0.54,76793.0,1.15,12.3,0.37,14.18,33388.0,64.4
Student,22,Student,11911.0,8457.0,1072.0,2025.0,1142.0,1429.0,278717.0,Emergency Fund,0.09,0.71,3454.0,0.01,0.24,0.01,1.95,2382.0,35.72
Business Owner,45,Business,317046.0,152182.0,85602.0,1052593.0,9138425.0,9625517.0,51475589.0,Business,0.27,0.48,164864.0,2.4,6.92,2.53,13.53,79262.0,52.42
Student,23,Student,13697.0,10821.0,137.0,9862.0,61255.0,3287.0,586779.0,Higher Education,0.01,0.79,2876.0,0.37,0.91,0.02,3.57,2739.0,31.26
Mid Career,44,Salaried,70072.0,35036.0,14014.0,469482.0,1805323.0,369980.0,16674333.0,Buy a House,0.2,0.5,35036.0,2.15,13.4,0.44,19.83,21022.0,53.9
Disciplined Saver,31,Freelancer,50340.0,23660.0,20639.0,535114.0,18960.0,326203.0,8136958.0,Wealth Creation,0.41,0.47,26680.0,0.03,22.62,0.54,13.47,6041.0,81.48
Mid Career,32,Salaried,174115.0,69646.0,40046.0,1253628.0,2651677.0,1149159.0,29439364.0,Buy a House,0.23,0.4,104469.0,1.27,18.0,0.55,14.09,64423.0,62.92
Mid Career,35,Salaried,130358.0,78215.0,35197.0,668737.0,2986546.0,484932.0,18865410.0,Buy a House,0.27,0.6,52143.0,1.91,8.55,0.31,12.06,16946.0,50.8
Financially Stressed,36,Business,35686.0,32831.0,357.0,21412.0,733815.0,17129.0,2633627.0,Emergency Fund,0.01,0.92,2855.0,1.71,0.65,0.04,6.15,2498.0,21.05
Student,23,Student,9627.0,6739.0,193.0,9242.0,78051.0,2310.0,257619.0,Higher Education,0.02,0.7,2888.0,0.68,1.37,0.02,2.23,2695.0,29.08
Young Salaried,28,Salaried,42368.0,20337.0,10168.0,243616.0,36403.0,35589.0,6273853.0,Wealth Creation,0.24,0.48,22031.0,0.07,11.98,0.07,12.34,11863.0,70.51
Mid Career,37,Salaried,190386.0,106616.0,64731.0,1292721.0,2410348.0,1873398.0,31162380.0,Buy a House,0.34,0.56,83770.0,1.06,12.13,0.82,13.64,19039.0,70.11
Wealth Builder,53,Business,157509.0,66154.0,74029.0,1633368.0,364132.0,8883508.0,47082590.0,Wealth Creation,0.47,0.42,91355.0,0.19,24.69,4.7,24.91,17326.0,93.46
Freelancer,38,Freelancer,79787.0,37500.0,18351.0,439626.0,118131.0,239361.0,9325505.0,Wealth Creation,0.23,0.47,42287.0,0.12,11.72,0.25,9.74,23936.0,67.98
Mid Career,41,Salaried,163448.0,93165.0,42496.0,1018281.0,2726018.0,1471032.0,37481895.0,Buy a House,0.26,0.57,70283.0,1.39,10.93,0.75,19.11,27787.0,62.11
Young Salaried,30,Salaried,75682.0,43139.0,26489.0,277753.0,73031.0,190719.0,7556091.0,Wealth Creation,0.35,0.57,32543.0,0.08,6.44,0.21,8.32,6054.0,64.05
Disciplined Saver,28,Freelancer,36558.0,11699.0,13526.0,405063.0,90725.0,337796.0,5988200.0,Wealth Creation,0.37,0.32,24859.0,0.21,34.62,0.77,13.65,11333.0,80.06
Business Owner,50,Business,973903.0,457734.0,233737.0,3807961.0,7086171.0,8297654.0,174016988.0,Wealth Creation,0.24,0.47,516169.0,0.61,8.32,0.71,14.89,282432.0,63.58
Retired,62,Retired,88794.0,63932.0,18647.0,1026459.0,39237.0,3196584.0,10740522.0,Retirement,0.21,0.72,24862.0,0.04,16.06,3.0,10.08,6215.0,74.76
Mid Career,42,Salaried,196457.0,76618.0,78583.0,832978.0,2806895.0,2145310.0,34513566.0,Children Education,0.4,0.39,119839.0,1.19,10.87,0.91,14.64,41256.0,72.41
Financially Stressed,30,Freelancer,41287.0,41700.0,1239.0,35094.0,278847.0,9909.0,3740602.0,Emergency Fund,0.03,1.01,-413.0,0.56,0.84,0.02,7.55,-1652.0,28.7
Disciplined Saver,42,Freelancer,37872.0,12119.0,15906.0,348801.0,99132.0,259044.0,7480477.0,Wealth Creation,0.42,0.32,25753.0,0.22,28.78,0.57,16.46,9847.0,81.79
Mid Career,42,Salaried,80830.0,43648.0,16166.0,514887.0,2361233.0,892363.0,13298152.0,Children Education,0.2,0.54,37182.0,2.43,11.8,0.92,13.71,21016.0,51.64
Student,18,Student,17889.0,13417.0,0.0,3041.0,87687.0,8587.0,223255.0,Emergency Fund,0.0,0.75,4472.0,0.41,0.23,0.04,1.04,4472.0,27.78
